trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.747605899998598,None,u,2.3119445999982418,13.769067900000664,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
1,0,1,0,16.125120633333182,None,None,,16.116510399999243,21.12043360000098,,001,2020_Oct_16_1630,temp,2020.1.3,None,
2,0,2,0,21.137100266667645,None,u,1.0615682999996352,21.138985199999297,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
3,0,3,0,22.23425263333459,None,u,2.039846800002124,22.225455499999953,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
4,0,4,0,24.30165483333306,None,u,1.2556344000004174,24.291611299999204,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
5,0,5,0,25.582141433333646,None,u,1.610550900000817,25.57332409999799,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
6,0,6,0,27.2356052333312,None,u,1.2281159999984084,27.227978599999915,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
7,0,7,0,28.502969033332676,None,u,1.4493097000013222,28.493040299999848,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
8,0,8,0,29.983347933332453,None,u,0.7517287999980908,29.973203800000192,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
9,0,9,0,30.756931433334586,None,u,0.7303279999978258,30.74590779999926,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
10,0,10,0,31.53040223333349,None,None,,31.521181899999647,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
11,0,11,0,36.542391566665415,None,d,4.162309399998776,36.54481719999967,36.54481719999967,,001,2020_Oct_16_1630,temp,2020.1.3,None,
12,0,12,0,40.74742033333362,None,d,0.17309550000209128,40.736351399998966,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
13,0,13,0,40.94764033333243,None,d,0.1416084000011324,40.936605800001416,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
14,0,14,0,41.12139493333282,None,d,0.12400429999979679,41.11100140000053,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
15,0,15,0,41.26750883333128,None,d,0.11905920000208425,41.25705789999847,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
16,0,16,0,41.41421073333234,None,d,0.16073430000324151,41.403931799999555,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
17,0,17,0,41.601528433333925,None,d,0.5169980000027863,41.59215250000125,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
18,0,18,0,42.14817233333136,None,d,0.13145579999763868,42.138950399999885,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
19,0,19,0,42.32223143333297,None,d,0.09853049999946961,42.31184109999958,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
20,0,20,0,42.454611833331484,None,d,0.10444740000093589,42.44406330000129,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
21,0,21,0,42.58807193333317,None,d,3.121938100000989,42.57635999999911,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
22,0,22,0,45.71950146666519,None,u,4.630073299998912,45.725076899998385,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
23,0,23,0,50.39081133333141,None,u,0.12586080000255606,50.38112809999802,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
24,0,24,0,50.56460793333147,None,u,0.08356450000064797,50.553217399999994,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
25,0,25,0,50.67105053333265,None,u,0.12474339999971562,50.660232400001405,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
